0,1,0,0,0,0,0,0,1,0,22.825,0,960,@TheRock hey Rock can u please add me I️ have a question to ask I’m a good old Football coach few questions
0,1,0,0,0,0,0,0,1,0,22.825,0,1708,Oomf needs to message me that they love me so we can start a family already
0,1,0,0,0,0,0,0,1,0,22.825,0,1189,I judge people by their levels of understanding of crypto. I’ve become a crypto snob. I am 2017 TRASH
0,1,0,0,0,0,0,0,1,0,22.825,0,1006,Elder Scrolls free trial is wack. Made an account and can't play without a redeem code that I never received. What… https://t.co/KV6M2BCBqp
0,1,0,0,0,0,0,0,1,0,22.825,0,5659,the smallest things always impact my life the heaviest
0,1,0,0,0,0,0,0,1,0,22.825,0,80,Not gonna sugarcoat it. I'm fuckin cute.  ...with a bag over my head:)
0,1,0,0,0,0,0,0,1,0,22.825,0,81,Don’t ever disrespect me or my friends by hoeing around because I will make you feel a whole new kind of hurt just like the last hoe
0,1,0,0,0,0,0,0,1,0,22.825,0,399,More lost I get the more ambitious I get to find my way😪
0,1,0,0,0,0,0,0,1,0,22.825,0,86,"Ugh, I know that feeling...and yes the first thing I told my dog “you stupid dog” as tears ran down my face https://t.co/U7Q4jGehmh"
0,1,0,0,0,0,0,0,1,0,22.825,0,2279,"Ventura County wildfire explodes, thousands evacuated, at least one person dead and structures lost https://t.co/CGWOIabjcC"
0,1,0,0,0,0,0,0,1,0,22.825,0,638,Not one goodthingg. https://t.co/RGF3vZZ8eh
0,1,0,0,0,0,0,0,0,1,22.15,0,320,"Going to bed in Addidas sweats, a Nike sweater, and socks with bacon and eggs on them. The laws of physics don’t ap… https://t.co/xkyHMSQIwH"
0,1,0,0,0,0,0,0,1,0,22.825,0,2269,It’s not making the cut!
0,1,0,0,0,0,0,0,1,0,22.825,0,10036,@brianottsays @hulu ....brother??
0,1,0,0,0,0,0,0,1,0,22.825,0,517,A result of composites this past weekend ✨ https://t.co/YlU0HzawKo
0,1,0,0,0,0,0,0,0,1,14.75,0,93,This is what happens to people who phuck wit this Angel named Uriel( sharday) .. My nickname should be Karma lol.. https://t.co/G8cVXg35Na
0,1,0,0,0,0,0,0,0,1,6.29,0,121,Why is it so hard to find a loyal girl ?🤦‍♂️
0,1,0,0,0,0,0,0,1,0,22.825,0,185,"On the other hand, dancing a lot and only eating tarot tots covered in cheese and pico de gallo isn’t the best comb… https://t.co/MOy8UScBFl"
0,1,0,0,0,0,0,0,1,0,22.825,0,398,Yeah. It worked...  🙃 https://t.co/CSRfYm2jcu
0,1,0,0,0,0,0,0,1,0,22.825,0,557,I’m over here acting like I don’t have to wake up at 4 smh
0,1,0,0,0,0,0,0,1,0,22.825,0,5659,the smallest things always impact my life the heaviest
0,1,0,0,0,0,0,0,1,0,22.825,0,282,"2K season is 25/8, 366. https://t.co/1eEmTzhzTV"
0,1,0,0,0,0,0,0,1,0,22.825,0,569750,HAHA no way it’s way better this way. https://t.co/NiMvVX7kES
0,1,0,0,0,0,0,0,1,0,22.825,0,20156,Did Tommy Wiseau direct Twin Peaks? Either that or I’ve been punked into watching the most insane/terrible show eve… https://t.co/bS4f1LrXGl
0,1,0,0,0,0,0,0,1,0,22.825,0,206,I️ fucken broke ONE nail.  Now I️ have no nails.
0,1,0,0,0,0,0,0,0,1,22.825,0,1100,@s1cc0_ You’re not down foo
0,1,0,0,0,0,0,0,1,0,22.825,0,863,"@HBO, whenever you get a sec, pls add a 'remind me when this comes out' button at the end of previews thx"
0,1,0,0,0,0,0,0,1,0,22.825,0,9449,"🌹 #TUESDAY  🌹 #MISTRESS @MistressTetra 🏃walk-in⏰11am-4pm 🏰10914 S La Cienega blvd Lennox,CA ☎310-910-0525 to book… https://t.co/g6MJqxvnUu"
0,1,0,0,0,0,0,0,1,0,22.825,0,664,👀 well it is the Holiday season @AHoliday03 https://t.co/rXJBJoo4VV
0,1,0,0,0,0,0,0,1,0,22.825,0,5659,(that was positive)
0,1,0,0,0,0,0,0,1,0,22.825,0,185,"On the other hand, dancing a lot and only eating tarot tots covered in cheese and pico de gallo isn’t the best comb… https://t.co/0i2AZIDzra"
0,1,0,0,0,0,0,0,1,0,22.825,0,739,My house is as good as gone but I’m safe
0,1,0,0,0,0,0,0,1,0,22.825,0,3237,Clayton’s beach will always be the move in padre https://t.co/fEaIOa5UCq
0,1,0,0,0,0,0,0,1,0,22.825,0,84,In 2020 Should Americans &amp; God's Support Grant Me The Presidency All Your Unclaimed Service Dogs Are Welcome At Whi… https://t.co/TWKPYqNyn3
0,1,0,0,0,0,0,0,1,0,22.825,0,399,At this point women have been distraction to me..coach was right women make men weak in the knees
0,1,0,0,0,0,0,0,1,0,22.825,0,970,Sext. https://t.co/AkG7dtRHbc
0,1,0,0,0,0,0,0,1,0,22.825,0,5659,i'll always remember all the details
0,1,0,0,0,0,0,0,1,0,22.825,0,638,"Lol, then I'll pass on the guardianship between cells! https://t.co/nweIquY79X"
0,1,0,0,0,0,0,0,1,0,22.825,0,788,just found out my man is a virgo and i want to die
0,1,0,0,0,0,0,0,1,0,22.825,0,40824,Mo Betta Monday was filled with so many surprises! 8:30pm #monday #comedy #hollywood #standup #podcast #comedians :… https://t.co/82HfNKDiAS
0,1,0,0,0,0,0,0,1,0,22.825,0,185,"On the other hand, dancing a lot and only eating tator tots covered in cheese and pico de gallo isn’t the best comb… https://t.co/BECg6cAiiv"
0,1,0,0,0,0,0,0,1,0,22.825,0,569750,@julievillatoro @TheLaughFactory It’s close.
0,1,0,0,0,0,0,0,1,0,22.825,0,1689,I don’t care bitvh https://t.co/veIGcQpOBQ
0,1,0,0,0,0,0,0,1,0,22.825,0,557,sameeeee 🙊 https://t.co/rEP16Q1K4m
0,1,0,0,0,0,0,0,0,1,11.145,0,1461,people catch feelings too fast thats why most of you guys are heartbroken you can’t have feelings for everyone you… https://t.co/yQSHsalvSo
0,1,0,0,0,0,0,0,1,0,22.825,0,350,Bro nice guy reddit is fucking hilarious I'm literally crying
0,1,0,0,0,0,0,0,1,0,22.825,0,102,"@kommiethot @xycl Don't know if that's a good or bad thing, but if you need anything I'm here to help."
0,1,0,0,0,0,0,0,1,0,22.825,0,113857,Currently looking for 1 friend to join in some Fortnite with @themissesmae @z0mgItsHutch
0,1,0,0,0,0,0,0,1,0,22.825,0,402,I cast my Heisman ballot for #SamDarnold! Click the player you think deserves the @NissanUSA #HeismanHouse vote! https://t.co/a8OweDRp0e
0,1,0,0,0,0,0,0,1,0,22.825,0,1189,"IMPORTANT:  If when shopping for wrapping paper, you saw cheese wrapping paper (makes whatever you wrap look like a… https://t.co/x7ECRQeGl8"
0,1,0,0,0,0,0,0,1,0,22.825,0,10036,This should be a global practice... https://t.co/zAcEMLRNgL
0,1,0,0,0,0,0,0,1,0,22.825,0,748,"If you want love, you're gonna have to deal with the pain."
0,1,0,0,0,0,0,0,1,0,22.825,0,638,No surprise https://t.co/26uDrX97Kd
0,1,0,0,0,0,0,0,1,0,22.825,0,8618,It’s just chemicals Yolanda.
0,1,0,0,0,0,0,0,0,1,22.825,0,328,I fucking love Eazy-E
0,1,0,0,0,0,0,0,0,1,14.75,0,264,Just wanna say thanks to my girlfriend for showing me that life doesn't need to be complicated
0,1,0,0,0,0,0,0,1,0,22.825,0,251,Yoga class isn’t about how many poses you can do in an hour; or impressing your teacher; or… https://t.co/cLKH2ky2zS
0,1,0,0,0,0,0,0,1,0,22.825,0,3141,Getting “thick” in the stomach area is never a win! TF wrong with y’all https://t.co/c3MibxcNNv
0,1,0,0,0,0,0,0,1,0,22.825,0,1061,"Madball was sick, had a bomb ass patty melt, and made decent money. Not a bad Monday night."
0,1,0,0,0,0,0,0,1,0,22.825,0,2873,"I experienced this last year,shit ain’t no joke https://t.co/XwOKauP325"
0,1,0,0,0,0,0,0,1,0,22.825,0,3015,@RadioChio MAKE AMERICA SOMETHING SOMETHING
0,1,0,0,0,0,0,0,0,1,11.145,0,1461,people catch feelings too fast thats why most of you guys are heartbroken you can’t have feelings for everyone you… https://t.co/hgD0WzcsLb
0,1,0,0,0,0,0,0,1,0,22.825,0,285,Need another job so bad.
0,1,0,0,0,0,0,0,1,0,22.825,0,9449,"🌹 #TUESDAY  🌹 #MISTRESS @MistressEvaCruz  🏃walk-in⏰12pm-7pm 🏰10914 S La Cienega blvd Lennox,CA ☎310-910-0525 to boo… https://t.co/Zm0eIpqVvF"
0,1,0,0,0,0,0,0,1,0,22.825,0,5436,He’s good for it. 🤟🏽✌🏽 https://t.co/JblkU4NOmu
0,1,0,0,0,0,0,0,1,0,22.825,0,114,"I am not human, I can’t die."
0,1,0,0,0,0,0,0,0,1,22.825,0,190,Ustedpac looks ready to escort Tupac tf out the biblioteca —- #tupac #2pac #tupacshakur… https://t.co/gYwWI1arSr
0,1,0,0,0,0,0,0,1,0,22.825,0,202,Downtown in the fashion district dress shopping for our main villain Damali. @ Downtown LA https://t.co/ZCp2ryRflL
0,1,0,0,0,0,0,0,1,0,22.825,0,2179,@maggiechanel_ Turn yo goofy down
0,1,0,0,0,0,0,0,1,0,22.825,0,433,what am i so worried about anyway
0,1,0,0,0,0,0,0,0,1,14.75,0,200,The all new Chrysler Pacifica. Good for...uh...smuggling contraband? It's still bloody ugly. https://t.co/ZkACPyte3Y
0,1,0,0,0,0,0,0,1,0,22.825,0,1974,the flyest. 👼🏿 https://t.co/27kAfRH861
0,1,0,0,0,0,0,0,0,1,14.75,0,119,These are the moments I wish I could stop time ♥️
0,1,0,0,0,0,0,0,1,0,22.825,0,384,do we even have a judicial system anymore? what is happening. https://t.co/Go8grjfb9c
0,1,0,0,0,0,0,0,1,0,22.825,0,8,I'm having a hard time but I'm still strong living this life guys do not ever give up be stronger
0,1,0,0,0,0,0,0,1,0,22.825,0,610,I'm starving
0,1,0,0,0,0,0,0,1,0,22.825,0,3238,Get new friendships!! https://t.co/4cfSEPypQT
